,Kernel,Length Scale,Alpha,Noise Level,Bounds,Kernel Parameters,LML
3492,RationalQuadratic,0.001584893192461114,0.02424462017082331,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.0242, length_scale=0.00158) + WhiteKernel(noise_level=0.000178)",53.77466332231557
7902,RationalQuadratic,100.0,0.5878016072274912,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.588, length_scale=100) + WhiteKernel(noise_level=0.000178)",53.77466332231557
2778,RationalQuadratic,3.9810717055349695e-05,1000.0,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
2610,RationalQuadratic,3.9810717055349695e-05,70.17038286703837,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
2764,RationalQuadratic,3.9810717055349695e-05,587.8016072274924,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1686,RationalQuadratic,3.9810717055349695e-05,7.017038286703837e-05,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=7.02e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1672,RationalQuadratic,3.9810717055349695e-05,4.124626382901348e-05,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=4.12e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
8161,RationalQuadratic,100.0,41.246263829013564,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=100) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1665,RationalQuadratic,3.9810717055349695e-05,4.124626382901348e-05,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=4.12e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1658,RationalQuadratic,3.9810717055349695e-05,4.124626382901348e-05,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=4.12e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1644,RationalQuadratic,3.9810717055349695e-05,2.424462017082331e-05,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=2.42e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1623,RationalQuadratic,3.9810717055349695e-05,2.424462017082331e-05,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=2.42e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8168,RationalQuadratic,100.0,41.246263829013564,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=100) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1595,RationalQuadratic,3.9810717055349695e-05,1.4251026703029993e-05,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=1.43e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1588,RationalQuadratic,3.9810717055349695e-05,1.4251026703029993e-05,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=1.43e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1574,RationalQuadratic,3.9810717055349695e-05,8.376776400682924e-06,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=8.38e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
8175,RationalQuadratic,100.0,41.246263829013564,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=100) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1567,RationalQuadratic,3.9810717055349695e-05,8.376776400682924e-06,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=8.38e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1553,RationalQuadratic,3.9810717055349695e-05,8.376776400682924e-06,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=8.38e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1546,RationalQuadratic,3.9810717055349695e-05,8.376776400682924e-06,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=8.38e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1539,RationalQuadratic,3.9810717055349695e-05,4.923882631706742e-06,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=4.92e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1532,RationalQuadratic,3.9810717055349695e-05,4.923882631706742e-06,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=4.92e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
8182,RationalQuadratic,100.0,41.246263829013564,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=100) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1518,RationalQuadratic,3.9810717055349695e-05,4.923882631706742e-06,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=4.92e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1511,RationalQuadratic,3.9810717055349695e-05,4.923882631706742e-06,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=4.92e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1504,RationalQuadratic,3.9810717055349695e-05,2.894266124716752e-06,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=2.89e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1497,RationalQuadratic,3.9810717055349695e-05,2.894266124716752e-06,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=2.89e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1490,RationalQuadratic,3.9810717055349695e-05,2.894266124716752e-06,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=2.89e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1483,RationalQuadratic,3.9810717055349695e-05,2.894266124716752e-06,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=2.89e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8189,RationalQuadratic,100.0,41.246263829013564,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=100) + WhiteKernel(noise_level=0.01)",53.77466332231557
1462,RationalQuadratic,3.9810717055349695e-05,1.7012542798525892e-06,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=1.7e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1455,RationalQuadratic,3.9810717055349695e-05,1.7012542798525892e-06,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=1.7e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1448,RationalQuadratic,3.9810717055349695e-05,1.7012542798525892e-06,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=1.7e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1679,RationalQuadratic,3.9810717055349695e-05,4.124626382901348e-05,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=4.12e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1693,RationalQuadratic,3.9810717055349695e-05,7.017038286703837e-05,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=7.02e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1434,RationalQuadratic,3.9810717055349695e-05,1e-06,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=1e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1700,RationalQuadratic,3.9810717055349695e-05,7.017038286703837e-05,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=7.02e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1896,RationalQuadratic,3.9810717055349695e-05,0.0017012542798525892,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=0.0017, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1882,RationalQuadratic,3.9810717055349695e-05,0.001,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.001, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1875,RationalQuadratic,3.9810717055349695e-05,0.001,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.001, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1868,RationalQuadratic,3.9810717055349695e-05,0.001,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=0.001, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8133,RationalQuadratic,100.0,24.244620170823307,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=100) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1861,RationalQuadratic,3.9810717055349695e-05,0.001,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=0.001, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1854,RationalQuadratic,3.9810717055349695e-05,0.0005878016072274912,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=0.000588, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1847,RationalQuadratic,3.9810717055349695e-05,0.0005878016072274912,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.000588, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1840,RationalQuadratic,3.9810717055349695e-05,0.0005878016072274912,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.000588, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1833,RationalQuadratic,3.9810717055349695e-05,0.0005878016072274912,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=0.000588, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1826,RationalQuadratic,3.9810717055349695e-05,0.0005878016072274912,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=0.000588, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1819,RationalQuadratic,3.9810717055349695e-05,0.0003455107294592222,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=0.000346, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
8140,RationalQuadratic,100.0,24.244620170823307,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=100) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1812,RationalQuadratic,3.9810717055349695e-05,0.0003455107294592222,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.000346, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1805,RationalQuadratic,3.9810717055349695e-05,0.0003455107294592222,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.000346, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1798,RationalQuadratic,3.9810717055349695e-05,0.0003455107294592222,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=0.000346, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1791,RationalQuadratic,3.9810717055349695e-05,0.0003455107294592222,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=0.000346, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1784,RationalQuadratic,3.9810717055349695e-05,0.00020309176209047368,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=0.000203, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1777,RationalQuadratic,3.9810717055349695e-05,0.00020309176209047368,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=0.000203, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1770,RationalQuadratic,3.9810717055349695e-05,0.00020309176209047368,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.000203, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
8147,RationalQuadratic,100.0,24.244620170823307,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=100) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1763,RationalQuadratic,3.9810717055349695e-05,0.00020309176209047368,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=0.000203, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1749,RationalQuadratic,3.9810717055349695e-05,0.00011937766417144369,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=0.000119, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
1735,RationalQuadratic,3.9810717055349695e-05,0.00011937766417144369,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.000119, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1728,RationalQuadratic,3.9810717055349695e-05,0.00011937766417144369,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=0.000119, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8154,RationalQuadratic,100.0,24.244620170823307,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=100) + WhiteKernel(noise_level=0.01)",53.77466332231557
1707,RationalQuadratic,3.9810717055349695e-05,7.017038286703837e-05,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=7.02e-05, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1441,RationalQuadratic,3.9810717055349695e-05,1.7012542798525892e-06,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=1.7e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1427,RationalQuadratic,3.9810717055349695e-05,1e-06,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=1e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
2757,RationalQuadratic,3.9810717055349695e-05,587.8016072274924,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=3.98e-05) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1231,RationalQuadratic,1e-06,119.37766417144357,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1224,RationalQuadratic,1e-06,70.17038286703837,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1217,RationalQuadratic,1e-06,70.17038286703837,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1210,RationalQuadratic,1e-06,70.17038286703837,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1203,RationalQuadratic,1e-06,70.17038286703837,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1196,RationalQuadratic,1e-06,70.17038286703837,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1189,RationalQuadratic,1e-06,41.246263829013564,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1182,RationalQuadratic,1e-06,41.246263829013564,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
8231,RationalQuadratic,100.0,119.37766417144357,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=100) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1175,RationalQuadratic,1e-06,41.246263829013564,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1168,RationalQuadratic,1e-06,41.246263829013564,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1161,RationalQuadratic,1e-06,41.246263829013564,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1154,RationalQuadratic,1e-06,24.244620170823307,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1147,RationalQuadratic,1e-06,24.244620170823307,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1140,RationalQuadratic,1e-06,24.244620170823307,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1133,RationalQuadratic,1e-06,24.244620170823307,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8238,RationalQuadratic,100.0,119.37766417144357,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=100) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1126,RationalQuadratic,1e-06,24.244620170823307,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1119,RationalQuadratic,1e-06,14.251026703029993,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=14.3, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1112,RationalQuadratic,1e-06,14.251026703029993,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=14.3, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1105,RationalQuadratic,1e-06,14.251026703029993,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=14.3, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1098,RationalQuadratic,1e-06,14.251026703029993,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=14.3, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1091,RationalQuadratic,1e-06,14.251026703029993,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=14.3, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1084,RationalQuadratic,1e-06,8.376776400682925,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=8.38, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
8245,RationalQuadratic,100.0,119.37766417144357,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=100) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1077,RationalQuadratic,1e-06,8.376776400682925,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=8.38, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1070,RationalQuadratic,1e-06,8.376776400682925,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=8.38, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1063,RationalQuadratic,1e-06,8.376776400682925,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=8.38, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8224,RationalQuadratic,100.0,70.17038286703837,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=100) + WhiteKernel(noise_level=0.01)",53.77466332231557
1238,RationalQuadratic,1e-06,119.37766417144357,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8196,RationalQuadratic,100.0,70.17038286703837,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=100) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1245,RationalQuadratic,1e-06,119.37766417144357,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1413,RationalQuadratic,3.9810717055349695e-05,1e-06,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=1e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1406,RationalQuadratic,3.9810717055349695e-05,1e-06,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=1e-06, length_scale=3.98e-05) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1399,RationalQuadratic,1e-06,1000.0,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1392,RationalQuadratic,1e-06,1000.0,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1385,RationalQuadratic,1e-06,1000.0,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1378,RationalQuadratic,1e-06,1000.0,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
8203,RationalQuadratic,100.0,70.17038286703837,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=100) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1371,RationalQuadratic,1e-06,1000.0,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=1e+03, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1364,RationalQuadratic,1e-06,587.8016072274924,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1357,RationalQuadratic,1e-06,587.8016072274924,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1350,RationalQuadratic,1e-06,587.8016072274924,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1343,RationalQuadratic,1e-06,587.8016072274924,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1336,RationalQuadratic,1e-06,587.8016072274924,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=588, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1329,RationalQuadratic,1e-06,345.5107294592218,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=346, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
8210,RationalQuadratic,100.0,70.17038286703837,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=100) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1322,RationalQuadratic,1e-06,345.5107294592218,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=346, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1315,RationalQuadratic,1e-06,345.5107294592218,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=346, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
1308,RationalQuadratic,1e-06,345.5107294592218,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=346, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1301,RationalQuadratic,1e-06,345.5107294592218,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=346, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1294,RationalQuadratic,1e-06,203.09176209047388,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=203, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1287,RationalQuadratic,1e-06,203.09176209047388,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=203, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1280,RationalQuadratic,1e-06,203.09176209047388,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=203, length_scale=1e-06) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
8217,RationalQuadratic,100.0,70.17038286703837,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=70.2, length_scale=100) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1273,RationalQuadratic,1e-06,203.09176209047388,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=203, length_scale=1e-06) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
1266,RationalQuadratic,1e-06,203.09176209047388,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=203, length_scale=1e-06) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1259,RationalQuadratic,1e-06,119.37766417144357,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=1e-06) + WhiteKernel(noise_level=0.01)",53.77466332231557
1252,RationalQuadratic,1e-06,119.37766417144357,0.00017782794100389227,"(1e-06, 1000)","RationalQuadratic(alpha=119, length_scale=1e-06) + WhiteKernel(noise_level=0.000178)",53.77466332231557
1910,RationalQuadratic,3.9810717055349695e-05,0.0017012542798525892,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.0017, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
8126,RationalQuadratic,100.0,24.244620170823307,1e-09,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=100) + WhiteKernel(noise_level=1e-09)",53.77466332231557
1945,RationalQuadratic,3.9810717055349695e-05,0.0028942661247167516,3.162277660168379e-06,"(1e-06, 1000)","RationalQuadratic(alpha=0.00289, length_scale=3.98e-05) + WhiteKernel(noise_level=3.16e-06)",53.77466332231557
2568,RationalQuadratic,3.9810717055349695e-05,41.246263829013564,5.6234132519034905e-08,"(1e-06, 1000)","RationalQuadratic(alpha=41.2, length_scale=3.98e-05) + WhiteKernel(noise_level=5.62e-08)",53.77466332231557
2554,RationalQuadratic,3.9810717055349695e-05,24.244620170823307,0.01,"(1e-06, 1000)","RationalQuadratic(alpha=24.2, length_scale=3.98e-05) + WhiteKernel(noise_level=0.01)",53.77466332231557
